"replicate","n","corner_relief","edge","family","cor_true","delta_kl_total","node_holdout_score","gen_time","fit_time"
5,8000,0.8,"1->2","Clayton(3.0)",0.775949080530573,0.0398180662647913,0.460415329857126,36.9104270935059,15.9586448669434
5,8000,0.8,"7->8","Gumbel(3.0)",0.832326485609452,0.0398180662647913,0.573748201343722,36.9104270935059,15.9586448669434
5,16000,0,"1->2","Clayton(3.0)",0.777872959241471,0,0.448012836781518,73.8358461856842,62.3755600452423
5,16000,0,"7->8","Gumbel(3.0)",0.82889565841109,0,0.581583490229617,73.8358461856842,62.3755600452423
5,16000,0.3,"1->2","Clayton(3.0)",0.773281667613542,-0.0699003310763353,0.447676851548999,73.8358461856842,62.3207120895386
5,16000,0.3,"7->8","Gumbel(3.0)",0.828558388261232,-0.0699003310763353,0.581011481238633,73.8358461856842,62.3207120895386
5,16000,0.6,"1->2","Clayton(3.0)",0.78415294547004,0.0656673636988643,0.446141151643538,73.8358461856842,65.7897100448608
5,16000,0.6,"7->8","Gumbel(3.0)",0.824169107615616,0.0656673636988643,0.573156190441137,73.8358461856842,65.7897100448608
5,16000,0.8,"1->2","Clayton(3.0)",0.770466674023505,-0.0846490835056306,0.446775407105229,73.8358461856842,67.7078809738159
5,16000,0.8,"7->8","Gumbel(3.0)",0.835380373852808,-0.0846490835056306,0.590774631884523,73.8358461856842,67.7078809738159
6,2000,0,"1->2","Clayton(3.0)",0.785799885927627,0,0.384034578914493,9.87683796882629,1.1793839931488
6,2000,0,"7->8","Gumbel(3.0)",0.82634338193523,0,0.555084507245498,9.87683796882629,1.1793839931488
6,2000,0.3,"1->2","Clayton(3.0)",0.783572033998365,0.158530948202981,0.387569916845179,9.87683796882629,1.18581795692444
6,2000,0.3,"7->8","Gumbel(3.0)",0.836311861297293,0.158530948202981,0.567036626015116,9.87683796882629,1.18581795692444
6,2000,0.6,"1->2","Clayton(3.0)",0.78479621041038,0.135491970381364,0.386123856120515,9.87683796882629,1.21177291870117
6,2000,0.6,"7->8","Gumbel(3.0)",0.837158283926715,0.135491970381364,0.567742716011645,9.87683796882629,1.21177291870117
6,2000,0.8,"1->2","Clayton(3.0)",0.781647268365011,0.161966826905024,0.390483127551313,9.87683796882629,1.23817205429077
6,2000,0.8,"7->8","Gumbel(3.0)",0.806603442706786,0.161966826905024,0.5131609558266,9.87683796882629,1.23817205429077
6,4000,0,"1->2","Clayton(3.0)",0.775770293304774,0,0.436950397222128,20.5043668746948,4.41212487220764
